ID,类别,能力边界,Insight,Global Positions,Wormhole Marks,Auto Stack and Pick Up,ActionQueue RB3,智能小木牌,Beefalo Status Bar,Wildwise,实现及限制,评估,证据,源码链接
F161,智能小木牌,可挖除、仅玩家可挖、保存不再生牌状态,❌,❌,❌,❌,❌,✅,❌,❌,参考 Digornot/OnlyPlayer+nohuaminisign；Wildwise NOCLICK/FX 且移除 workable，不可逐箱拆牌。,建议补显示控制；挖除与持久实体玩法可忽略,S:scripts/components/smart_minisign.lua;W:runtime/signs.lua,[S:scripts/components/smart_minisign.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/scripts/components/smart_minisign.lua)；[W:runtime/signs.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/signs.lua)
F162,智能小木牌,容器移除/烧毁后释放辅助牌,❌,❌,❌,❌,❌,✅,❌,✅,Wildwise parent+scope 清理，辅助牌不进存档；参考还保存牌皮肤/移除状态。,保持并验收移动/烧毁外观,S:scripts/components/smart_minisign.lua;W:runtime/signs.lua,[S:scripts/components/smart_minisign.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/scripts/components/smart_minisign.lua)；[W:runtime/signs.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/signs.lua)
F163,智能小木牌,第三方箱子通过公开 API 增加小木牌,❌,❌,❌,❌,❌,✅,❌,❌,参考 SMART_SIGN_DRAW；Wildwise 8 prefab 硬白名单，改配置不能增加任意箱子。,具体第三方需求出现后补,S:modmain.lua;W:services/signs.lua,[S:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modmain.lua)；[W:services/signs.lua](/usr/local/src/Wildwise/scripts/wildwise/services/signs.lua)
F164,智能小木牌,已正确注册原生图集的第三方物品绘图,❌,❌,❌,❌,❌,✅,❌,✅,Wildwise 在其已支持容器内可使用原生库存/绘图接口；不承诺所有第三方图像正确。,保持，并选择真实模组验证,S:modmain.lua;W:services/signs.lua,[S:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modmain.lua)；[W:services/signs.lua](/usr/local/src/Wildwise/scripts/wildwise/services/signs.lua)
F165,智能小木牌,扫描其他模组资产并包装全局 RegisterPrefabs,❌,❌,❌,❌,❌,✅,❌,❌,Wildwise 不采用该加载方式；缺少本能力不是产品缺陷。,可忽略，维持原生图集接口,S:modmain.lua;W:runtime/signs.lua,[S:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modmain.lua)；[W:runtime/signs.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/signs.lua)
F166,骑牛状态栏,骑乘牛时显示、下牛时隐藏,❌,❌,❌,❌,❌,❌,✅,✅,参考明确限 beefalo prefab；Wildwise 读当前坐骑实际具备字段，不给 Woby 虚构驯化信息。,保持并验收骑乘切换,"B:modmain.lua;W:runtime/client.lua,ui/hud.lua",[B:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modmain.lua)；[W:runtime/client.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/client.lua)；[W:ui/hud.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/hud.lua)
F167,骑牛状态栏,骑乘生命、驯化、顺从、倾向数值,❌,❌,❌,❌,❌,❌,✅,✅,Wildwise 文字面板；参考独立徽章，倾向由徽章颜色编码。,先补布局可读性验收,B:widgets/beefaloStatusBar.lua;W:ui/hud.lua,[B:widgets/beefaloStatusBar.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/scripts/widgets/beefaloStatusBar.lua)；[W:ui/hud.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/hud.lua)
F168,骑牛状态栏,骑乘原版踢落剩余时间,❌,❌,❌,❌,❌,❌,✅,✅,两者均适配顺从提升后的 bucktask 重置；Wildwise 直接订阅读取任务剩余时间。,保持并验证当前引擎,B:modmain.lua;W:services/facts.lua,[B:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modmain.lua)；[W:services/facts.lua](/usr/local/src/Wildwise/scripts/wildwise/services/facts.lua)
F169,骑牛状态栏,鞍具剩余使用次数,❌,❌,❌,❌,❌,❌,✅,✅,Wildwise 固定文本行；参考悬停骑乘计时徽章显示鞍名/次数。,保持，鞍名可补,B:widgets/beefaloStatusBar.lua;W:ui/hud.lua,[B:widgets/beefaloStatusBar.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/scripts/widgets/beefaloStatusBar.lua)；[W:ui/hud.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/hud.lua)
F170,骑牛状态栏,按最大值归一化的生命/饥饿进度徽章,❌,❌,❌,❌,❌,❌,✅,❌,参考以当前值/上限驱动徽章；Wildwise schema 虽读取上限，但 mount_text 只列当前值，没有归一化徽章或当前/上限文本。,应补 当前/上限，避免只看见绝对数,"B:widgets/beefaloStatusBar.lua;W:services/facts.lua,ui/hud.lua",[B:widgets/beefaloStatusBar.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/scripts/widgets/beefaloStatusBar.lua)；[W:services/facts.lua](/usr/local/src/Wildwise/scripts/wildwise/services/facts.lua)；[W:ui/hud.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/hud.lua)
F171,骑牛状态栏,饥饿阈值激活、归零收起,❌,❌,❌,❌,❌,❌,✅,✅,默认均15；两者骑乘期间达到阈值也会激活，饥饿归零后收起。,保持,B:widgets/beefaloStatusBar.lua;W:ui/hud.lua,[B:widgets/beefaloStatusBar.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/scripts/widgets/beefaloStatusBar.lua)；[W:ui/hud.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/hud.lua)
F172,骑牛状态栏,饥饿徽章可独立禁用,❌,❌,❌,❌,❌,❌,✅,❌,参考 HungerThreshold=false；Wildwise 0 是阈值为零，不是关闭，不能混用。,应补字段显示开关,"B:modinfo.lua;W:core/config.lua,ui/hud.lua",[B:modinfo.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua)；[W:core/config.lua](/usr/local/src/Wildwise/scripts/wildwise/core/config.lua)；[W:ui/hud.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/hud.lua)
F173,骑牛状态栏,运行中热键开关和位置调整,❌,❌,❌,❌,❌,❌,✅,✅,参考 T；Wildwise B，可重绑定；Wildwise F7 保存设置，B 仅改内存值直到后续设置保存。,应补细调和持久语义,"B:modmain.lua;W:runtime/input.lua,ui/menu.lua",[B:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modmain.lua)；[W:runtime/input.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/input.lua)；[W:ui/menu.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/menu.lua)
F174,骑牛状态栏,牛栏单独缩放与精细偏移,❌,❌,❌,❌,❌,❌,✅,❌,Wildwise 仅全 HUD 缩放及粗档偏移，无独立缩放。,应补,B:modinfo.lua;W:ui/menu.lua,[B:modinfo.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua)；[W:ui/menu.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/menu.lua)
F175,骑牛状态栏,徽章主题、颜色、背景、间距、动画/声音,❌,❌,❌,❌,❌,❌,✅,❌,Wildwise 文字面板，无等价外观/动画/声音参数。,装饰项可暂缓，信息可读性优先,"B:modinfo.lua,widgets/beefaloStatusBar.lua;W:ui/hud.lua",[B:modinfo.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua)；[B:widgets/beefaloStatusBar.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/scripts/widgets/beefaloStatusBar.lua)；[W:ui/hud.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/hud.lua)
F176,骑牛状态栏,Combined Status / 原版 HUD 换肤与背包布局专用集成,❌,❌,❌,❌,❌,❌,✅,❌,参考有 RepositionStatusBar/主题路径；Wildwise 未作同等集成，不能以全局缩放替代。,应先做兼容验收，再决定适配,"B:modmain.lua,widgets/beefaloStatusBar.lua;W:ui/hud.lua",[B:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modmain.lua)；[B:widgets/beefaloStatusBar.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/scripts/widgets/beefaloStatusBar.lua)；[W:ui/hud.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/hud.lua)
F177,骑牛状态栏,Woby/自定义坐骑提供与牛等价的全部驯化面板,❌,❌,❌,❌,❌,❌,❌,❌,参考只接受牛；Wildwise 仅按现有组件读字段，不能称为所有坐骑完整支持。,按需，为各坐骑分别建信息边界,B:modmain.lua;W:services/facts.lua,[B:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modmain.lua)；[W:services/facts.lua](/usr/local/src/Wildwise/scripts/wildwise/services/facts.lua)
F178,Wildwise 整合和交付边界,七类功能统一设置，信息/血条/骑乘共用实体订阅,❌,❌,❌,❌,❌,❌,❌,✅,Wildwise 信息、血条、骑乘合并实体订阅，使用统一 F7 五页设置；此行比较七类整合范围，不表示其他模组没有自己的缓存和设置页。,保持并验收模块交互,"W:runtime/client.lua,ui/menu.lua",[W:runtime/client.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/client.lua)；[W:ui/menu.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/menu.lua)
F179,Wildwise 整合和交付边界,基于敌意的战斗血条,❌,❌,❌,❌,❌,❌,❌,✅,本次7个核心参考没有独立同等模块；Wildwise 关注敌对自己/随从/附近玩家，可选4种范围。,作为自有能力保留，不捏造参考血条模组,"W:services/health.lua,ui/hud.lua",[W:services/health.lua](/usr/local/src/Wildwise/scripts/wildwise/services/health.lua)；[W:ui/hud.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/hud.lua)
F180,Wildwise 整合和交付边界,血条数量、脱战保留、比例、数值显示配置,❌,❌,❌,❌,❌,❌,❌,✅,4/8/12/16/20 条；0/1/2/3/5秒；0.75/1/1.25/1.5；numbers 开关。个人 linger 有保存字段但 F7 无调整入口。,应补个人脱战时间菜单入口,"W:modinfo.lua,core/config.lua,ui/menu.lua",[W:modinfo.lua](/usr/local/src/Wildwise/modinfo.lua)；[W:core/config.lua](/usr/local/src/Wildwise/scripts/wildwise/core/config.lua)；[W:ui/menu.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/menu.lua)
F181,Wildwise 整合和交付边界,血条显示时抑制 hover 重复血量,❌,❌,❌,❌,❌,❌,❌,✅,实际血条不可见时保留 hover 血量；信息/血条关闭仍分别受服务器许可约束。,保持并验收遮挡/目标切换,"W:ui/hud.lua,ui/format.lua",[W:ui/hud.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/hud.lua)；[W:ui/format.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/format.lua)
F182,Wildwise 整合和交付边界,已知参考模组启用时按模块自动避让,❌,❌,❌,❌,❌,❌,❌,✅,10 个已知工坊 ID，仅关闭重叠功能；虫洞仅关闭内部 wormholes。不是所有组合兼容认证。,保持，补真实组合验收,W:core/config.lua:conflicts,[W:core/config.lua:conflicts](/usr/local/src/Wildwise/scripts/wildwise/core/config.lua:236)
F183,Wildwise 整合和交付边界,中英文个人设置持久化与服主权限分离,✅,❌,❌,❌,❌,❌,❌,✅,Insight 有多语言个人配置、KnownModIndex 保存与服主强制项；Wildwise 为38个服主选项及 wildwise_client_v2 个人偏好，显示项初始值不覆盖已保存偏好。两者许可模型并不逐项相同。,保持并补完整设置导出/重置评估,"I:modmain.lua,scripts/screens/insightconfigurationscreen.lua;W:core/config.lua,runtime/client.lua",[I:modmain.lua](/tmp/wildwise-research/insight/modmain.lua)；[I:scripts/screens/insightconfigurationscreen.lua](/tmp/wildwise-research/insight/scripts/screens/insightconfigurationscreen.lua)；[W:core/config.lua](/usr/local/src/Wildwise/scripts/wildwise/core/config.lua)；[W:runtime/client.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/client.lua)
F184,Wildwise 整合和交付边界,描述器错误提示与局部降级,✅,❌,❌,❌,❌,❌,❌,✅,Insight LoadDescriptor 捕获加载错误并返回错误描述；Wildwise 每类读取器独立 pcall，diagnostics 首次失败日志。都不能据此宣称任何运行错误均不会崩溃。,保持；客户端真实问题需要更可读原因,"I:modmain.lua:LoadDescriptor;W:services/facts.lua,ui/menu.lua",[I:modmain.lua:LoadDescriptor](/tmp/wildwise-research/insight/modmain.lua:810)；[W:services/facts.lua](/usr/local/src/Wildwise/scripts/wildwise/services/facts.lua)；[W:ui/menu.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/menu.lua)
F185,需要单独说明的实现细节,冷火/冷火坑作为信号火,❌,❌,❌,❌,❌,❌,❌,✅,GP 本快照直接注册 campfire/firepit，另适配指定 Deluxe Campfires；Wildwise 还注册 coldfire/coldfirepit。,保持；信号寿命/关闭规则应可控,G:modmain.lua;W:runtime/bootstrap.lua,[G:modmain.lua](/tmp/wildwise-research/global-positions/modmain.lua)；[W:runtime/bootstrap.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/bootstrap.lua)
F186,需要单独说明的实现细节,食谱结果界面显示候选概率和预测耗时,❌,❌,❌,❌,❌,❌,❌,❌,Wildwise 服务层有 weight/cooktime，菜单未渲染；Insight 快照未见同等四格候选概率界面。,可补 Wildwise 现有结果解释，不记参考独占,"I:scripts/uichanges/recipelookup.lua;W:services/recipes.lua,ui/menu.lua",[I:scripts/uichanges/recipelookup.lua](/tmp/wildwise-research/insight/scripts/uichanges/recipelookup.lua)；[W:services/recipes.lua](/usr/local/src/Wildwise/scripts/wildwise/services/recipes.lua)；[W:ui/menu.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/menu.lua)
F187,需要单独说明的实现细节,对自动化动作增加目标级/上下文级允许条件,❌,❌,❌,❌,✅,❌,❌,❌,RB3 对 ATTACK/ACTIVATE/HEAL/STORE 等逐动作加限定；Wildwise 多数只用 action.id 白名单和原生 picker，没有等价的目标策略表。,应先逐动作审查副作用；非战斗不等于可无条件批量执行,Q:scripts/components/actionqueuer.lua:AddAction;W:runtime/actions.lua,[Q:scripts/components/actionqueuer.lua:AddAction](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua:61)；[W:runtime/actions.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/actions.lua)
F188,补充的专用信息与集成,针对当前查看者防御/角色修正的伤害估算,✅,❌,❌,❌,❌,❌,❌,❌,Insight combat.GetRealDamage 结合攻击者/目标倍率、护甲和旺达年龄转换；Wildwise 只有基础普通/位面值。参考也未涵盖所有自定义回调，不能保证任意最终伤害。,应补可信常见修正，不承诺任意实战精确值,"I:descriptors/combat.lua,descriptors/weapon.lua;W:services/facts.lua",[I:descriptors/combat.lua](/tmp/wildwise-research/insight/scripts/descriptors/combat.lua)；[I:descriptors/weapon.lua](/tmp/wildwise-research/insight/scripts/descriptors/weapon.lua)；[W:services/facts.lua](/usr/local/src/Wildwise/scripts/wildwise/services/facts.lua)
F189,补充的专用信息与集成,作物/整块土地的养分净增减及耗水速率,✅,❌,❌,❌,❌,❌,❌,❌,Insight farmsoildrinker 有单株和整地块营养/水分delta；Wildwise 只显示三类存量和湿润布尔值。,农业用户需求明确时补，优先解释缺什么,I:descriptors/farmsoildrinker.lua;W:services/facts.lua,[I:descriptors/farmsoildrinker.lua](/tmp/wildwise-research/insight/scripts/descriptors/farmsoildrinker.lua)；[W:services/facts.lua](/usr/local/src/Wildwise/scripts/wildwise/services/facts.lua)
F190,补充的专用信息与集成,记分板队友生命等共享状态,✅,❌,❌,❌,❌,❌,❌,❌,Insight display_shared_stats 与 playerstatusscreen 有专用入口；Wildwise 队友列表只有姓名/所在shard，敌意血条不是队友状态面板。,按需并需独立分享许可,"I:scripts/uichanges/playerstatusscreen.lua;W:components/wildwise_world.lua,ui/menu.lua",[I:scripts/uichanges/playerstatusscreen.lua](/tmp/wildwise-research/insight/scripts/uichanges/playerstatusscreen.lua)；[W:components/wildwise_world.lua](/usr/local/src/Wildwise/scripts/components/wildwise_world.lua)；[W:ui/menu.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/menu.lua)
F191,补充的专用信息与集成,与 Status Announcements 的信息宣告集成,✅,❌,❌,❌,❌,❌,❌,❌,Insight itemdetail/wxchargedisplay 可调用已安装模组的_StatusAnnouncer；不是无需依赖的独立聊天分享。Wildwise 无对应集成。,具体多人协作需求后补，不应自动对外发送,"I:scripts/widgets/itemdetail.lua,scripts/uichanges/wxchargedisplay.lua;W:ui/hud.lua",[I:scripts/widgets/itemdetail.lua](/tmp/wildwise-research/insight/scripts/widgets/itemdetail.lua)；[I:scripts/uichanges/wxchargedisplay.lua](/tmp/wildwise-research/insight/scripts/uichanges/wxchargedisplay.lua)；[W:ui/hud.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/hud.lua)
F192,补充的专用信息与集成,可选崩溃报告上传与错误报告状态界面,✅,❌,❌,❌,❌,❌,❌,❌,Insight crash_reporter 配置和 CrashReporter 按客户端/主机/专服状态判断是否可上报，并有报告状态组件；Wildwise diagnostics 仅本地诊断，无上传入口。这里只确认源码路径，不验证远端报告服务当前可用。,自动上传可忽略；本地可读诊断优先,"I:scripts/services/crashreporter.lua;W:services/facts.lua,ui/menu.lua",[I:scripts/services/crashreporter.lua](/tmp/wildwise-research/insight/scripts/services/crashreporter.lua)；[W:services/facts.lua](/usr/local/src/Wildwise/scripts/wildwise/services/facts.lua)；[W:ui/menu.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/menu.lua)
F193,需要单独说明的实现细节,信息查询与目标选择的手柄专用适配,✅,❌,❌,❌,❌,❌,❌,❌,Insight 有 inventorybar/followtext/controller 路径；Wildwise 仅菜单局部原生焦点导航，不能算完整查询手柄支持。,若面向手柄玩家则应补,"I:modinfo.lua;W:ui/menu.lua,runtime/input.lua",[I:modinfo.lua](/tmp/wildwise-research/insight/modinfo.lua)；[W:ui/menu.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/menu.lua)；[W:runtime/input.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/input.lua)
