模组,键,说明,默认值,可选值,枚举原文及含义,client原始字段,原始tags,权限,参考配置支持,Wildwise 对应配置,Wildwise 边界,评估,源码,源码定位
Beefalo Status Bar,HEALTH_BADGE_CLEAR_BG,Health Badge Background,false,false / true,"[{""hover"": ""Default"", ""description"": ""Distinct"", ""data"": false}, {""description"": ""Standard"", ""data"": true}]",—,—,服主；显示项可能允许客户端覆盖,✅,❌,当前为文字面板，无徽章主题/声音/分项颜色/背景/间隔配置。,可读性优先，装饰样式按需,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[HEALTH_BADGE_CLEAR_BG](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:181)
Beefalo Status Bar,BADGE_BG_BRIGHTNESS,Background Brightness,60,0 / 5 / 10 / 15 / 20 / 25 / 30 / 35 / 40 / 45 / 50 / 55 / 60 / 65 / 70 / 75 / 80 / 85 / 90 / 95 / 100,"[{""data"": 0, ""description"": ""0%""}, {""data"": 5, ""description"": ""5%""}, {""data"": 10, ""description"": ""10%""}, {""data"": 15, ""description"": ""15%""}, {""data"": 20, ""description"": ""20%""}, {""data"": 25, ""description"": ""25%""}, {""data"": 30, ""description"": ""30%""}, {""data"": 35, ""description"": ""35%""}, {""data"": 40, ""description"": ""40%""}, {""data"": 45, ""description"": ""45%""}, {""data"": 50, ""description"": ""50%""}, {""data"": 55, ""description"": ""55%""}, {""hover"": ""Default"", ""data"": 60, ""description"": ""60%""}, {""data"": 65, ""description"": ""65%""}, {""data"": 70, ""description"": ""70%""}, {""data"": 75, ""description"": ""75%""}, {""data"": 80, ""description"": ""80%""}, {""data"": 85, ""description"": ""85%""}, {""data"": 90, ""description"": ""90%""}, {""data"": 95, ""description"": ""95%""}, {""data"": 100, ""description"": ""100%""}]",—,—,服主；显示项可能允许客户端覆盖,✅,❌,当前为文字面板，无徽章主题/声音/分项颜色/背景/间隔配置。,可读性优先，装饰样式按需,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[BADGE_BG_BRIGHTNESS](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:191)
Beefalo Status Bar,BADGE_BG_OPACITY,Background Opacity,100,0 / 5 / 10 / 15 / 20 / 25 / 30 / 35 / 40 / 45 / 50 / 55 / 60 / 65 / 70 / 75 / 80 / 85 / 90 / 95 / 100,"[{""data"": 0, ""description"": ""0%""}, {""data"": 5, ""description"": ""5%""}, {""data"": 10, ""description"": ""10%""}, {""data"": 15, ""description"": ""15%""}, {""data"": 20, ""description"": ""20%""}, {""data"": 25, ""description"": ""25%""}, {""data"": 30, ""description"": ""30%""}, {""data"": 35, ""description"": ""35%""}, {""data"": 40, ""description"": ""40%""}, {""data"": 45, ""description"": ""45%""}, {""data"": 50, ""description"": ""50%""}, {""data"": 55, ""description"": ""55%""}, {""data"": 60, ""description"": ""60%""}, {""data"": 65, ""description"": ""65%""}, {""data"": 70, ""description"": ""70%""}, {""data"": 75, ""description"": ""75%""}, {""data"": 80, ""description"": ""80%""}, {""data"": 85, ""description"": ""85%""}, {""data"": 90, ""description"": ""90%""}, {""data"": 95, ""description"": ""95%""}, {""hover"": ""Default"", ""data"": 100, ""description"": ""100%""}]",—,—,服主；显示项可能允许客户端覆盖,✅,❌,当前为文字面板，无徽章主题/声音/分项颜色/背景/间隔配置。,可读性优先，装饰样式按需,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[BADGE_BG_OPACITY](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:198)
Beefalo Status Bar,GapModifier,Gap Modifier,0,-15 / -14 / -13 / -12 / -11 / -10 / -9 / -8 / -7 / -6 / -5 / -4 / -3 / -2 / -1 / 0 / 1 / 2 / 3 / 4 / 5 / 6 / 7 / 8 / 9 / 10 / 11 / 12 / 13 / 14 / 15 / 16 / 17 / 18 / 19 / 20 / 21 / 22 / 23 / 24 / 25 / 26 / 27 / 28 / 29 / 30,"[{""data"": -15, ""description"": ""-15""}, {""data"": -14, ""description"": ""-14""}, {""data"": -13, ""description"": ""-13""}, {""data"": -12, ""description"": ""-12""}, {""data"": -11, ""description"": ""-11""}, {""data"": -10, ""description"": ""-10""}, {""data"": -9, ""description"": ""-9""}, {""data"": -8, ""description"": ""-8""}, {""data"": -7, ""description"": ""-7""}, {""data"": -6, ""description"": ""-6""}, {""data"": -5, ""description"": ""-5""}, {""data"": -4, ""description"": ""-4""}, {""data"": -3, ""description"": ""-3""}, {""data"": -2, ""description"": ""-2""}, {""data"": -1, ""description"": ""-1""}, {""hover"": ""Default"", ""data"": 0, ""description"": ""0""}, {""data"": 1, ""description"": ""1""}, {""data"": 2, ""description"": ""2""}, {""data"": 3, ""description"": ""3""}, {""data"": 4, ""description"": ""4""}, {""data"": 5, ""description"": ""5""}, {""data"": 6, ""description"": ""6""}, {""data"": 7, ""description"": ""7""}, {""data"": 8, ""description"": ""8""}, {""data"": 9, ""description"": ""9""}, {""data"": 10, ""description"": ""10""}, {""data"": 11, ""description"": ""11""}, {""data"": 12, ""description"": ""12""}, {""data"": 13, ""description"": ""13""}, {""data"": 14, ""description"": ""14""}, {""data"": 15, ""description"": ""15""}, {""data"": 16, ""description"": ""16""}, {""data"": 17, ""description"": ""17""}, {""data"": 18, ""description"": ""18""}, {""data"": 19, ""description"": ""19""}, {""data"": 20, ""description"": ""20""}, {""data"": 21, ""description"": ""21""}, {""data"": 22, ""description"": ""22""}, {""data"": 23, ""description"": ""23""}, {""data"": 24, ""description"": ""24""}, {""data"": 25, ""description"": ""25""}, {""data"": 26, ""description"": ""26""}, {""data"": 27, ""description"": ""27""}, {""data"": 28, ""description"": ""28""}, {""data"": 29, ""description"": ""29""}, {""data"": 30, ""description"": ""30""}]",—,—,服主；显示项可能允许客户端覆盖,✅,❌,当前为文字面板，无徽章主题/声音/分项颜色/背景/间隔配置。,可读性优先，装饰样式按需,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[GapModifier](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:205)
Beefalo Status Bar,COLOR_DOMESTICATION_ORNERY,Domestication (Ornery),ORANGE,ORANGE / ORANGE_ALT / BLUE / BLUE_ALT / PURPLE / PURPLE_ALT / RED / RED_ALT / GREEN / GREEN_ALT / BEIGE / WHITE / YELLOW,"[{""hover"": ""Default"", ""description"": ""Orange"", ""data"": ""ORANGE""}, {""data"": ""ORANGE_ALT"", ""description"": ""Orange Alt""}, {""data"": ""BLUE"", ""description"": ""Blue""}, {""data"": ""BLUE_ALT"", ""description"": ""Blue Alt""}, {""data"": ""PURPLE"", ""description"": ""Purple""}, {""data"": ""PURPLE_ALT"", ""description"": ""Purple Alt""}, {""data"": ""RED"", ""description"": ""Red""}, {""data"": ""RED_ALT"", ""description"": ""Red Alt""}, {""data"": ""GREEN"", ""description"": ""Green""}, {""data"": ""GREEN_ALT"", ""description"": ""Green Alt""}, {""data"": ""BEIGE"", ""description"": ""Beige""}, {""data"": ""WHITE"", ""description"": ""White""}, {""data"": ""YELLOW"", ""description"": ""Yellow""}]",—,—,服主；显示项可能允许客户端覆盖,✅,❌,当前为文字面板，无徽章主题/声音/分项颜色/背景/间隔配置。,可读性优先，装饰样式按需,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[COLOR_DOMESTICATION_ORNERY](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:218)
Beefalo Status Bar,COLOR_DOMESTICATION_RIDER,Domestication (Rider),BLUE,ORANGE / ORANGE_ALT / BLUE / BLUE_ALT / PURPLE / PURPLE_ALT / RED / RED_ALT / GREEN / GREEN_ALT / BEIGE / WHITE / YELLOW,"[{""data"": ""ORANGE"", ""description"": ""Orange""}, {""data"": ""ORANGE_ALT"", ""description"": ""Orange Alt""}, {""hover"": ""Default"", ""description"": ""Blue"", ""data"": ""BLUE""}, {""data"": ""BLUE_ALT"", ""description"": ""Blue Alt""}, {""data"": ""PURPLE"", ""description"": ""Purple""}, {""data"": ""PURPLE_ALT"", ""description"": ""Purple Alt""}, {""data"": ""RED"", ""description"": ""Red""}, {""data"": ""RED_ALT"", ""description"": ""Red Alt""}, {""data"": ""GREEN"", ""description"": ""Green""}, {""data"": ""GREEN_ALT"", ""description"": ""Green Alt""}, {""data"": ""BEIGE"", ""description"": ""Beige""}, {""data"": ""WHITE"", ""description"": ""White""}, {""data"": ""YELLOW"", ""description"": ""Yellow""}]",—,—,服主；显示项可能允许客户端覆盖,✅,❌,当前为文字面板，无徽章主题/声音/分项颜色/背景/间隔配置。,可读性优先，装饰样式按需,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[COLOR_DOMESTICATION_RIDER](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:225)
Beefalo Status Bar,COLOR_DOMESTICATION_PUDGY,Domestication (Pudgy),PURPLE,ORANGE / ORANGE_ALT / BLUE / BLUE_ALT / PURPLE / PURPLE_ALT / RED / RED_ALT / GREEN / GREEN_ALT / BEIGE / WHITE / YELLOW,"[{""data"": ""ORANGE"", ""description"": ""Orange""}, {""data"": ""ORANGE_ALT"", ""description"": ""Orange Alt""}, {""data"": ""BLUE"", ""description"": ""Blue""}, {""data"": ""BLUE_ALT"", ""description"": ""Blue Alt""}, {""hover"": ""Default"", ""description"": ""Purple"", ""data"": ""PURPLE""}, {""data"": ""PURPLE_ALT"", ""description"": ""Purple Alt""}, {""data"": ""RED"", ""description"": ""Red""}, {""data"": ""RED_ALT"", ""description"": ""Red Alt""}, {""data"": ""GREEN"", ""description"": ""Green""}, {""data"": ""GREEN_ALT"", ""description"": ""Green Alt""}, {""data"": ""BEIGE"", ""description"": ""Beige""}, {""data"": ""WHITE"", ""description"": ""White""}, {""data"": ""YELLOW"", ""description"": ""Yellow""}]",—,—,服主；显示项可能允许客户端覆盖,✅,❌,当前为文字面板，无徽章主题/声音/分项颜色/背景/间隔配置。,可读性优先，装饰样式按需,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[COLOR_DOMESTICATION_PUDGY](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:232)
Beefalo Status Bar,COLOR_DOMESTICATION_DEFAULT,Domestication (Default),BEIGE,ORANGE / ORANGE_ALT / BLUE / BLUE_ALT / PURPLE / PURPLE_ALT / RED / RED_ALT / GREEN / GREEN_ALT / BEIGE / WHITE / YELLOW,"[{""data"": ""ORANGE"", ""description"": ""Orange""}, {""data"": ""ORANGE_ALT"", ""description"": ""Orange Alt""}, {""data"": ""BLUE"", ""description"": ""Blue""}, {""data"": ""BLUE_ALT"", ""description"": ""Blue Alt""}, {""data"": ""PURPLE"", ""description"": ""Purple""}, {""data"": ""PURPLE_ALT"", ""description"": ""Purple Alt""}, {""data"": ""RED"", ""description"": ""Red""}, {""data"": ""RED_ALT"", ""description"": ""Red Alt""}, {""data"": ""GREEN"", ""description"": ""Green""}, {""data"": ""GREEN_ALT"", ""description"": ""Green Alt""}, {""hover"": ""Default"", ""description"": ""Beige"", ""data"": ""BEIGE""}, {""data"": ""WHITE"", ""description"": ""White""}, {""data"": ""YELLOW"", ""description"": ""Yellow""}]",—,—,服主；显示项可能允许客户端覆盖,✅,❌,当前为文字面板，无徽章主题/声音/分项颜色/背景/间隔配置。,可读性优先，装饰样式按需,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[COLOR_DOMESTICATION_DEFAULT](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:239)
Beefalo Status Bar,COLOR_OBEDIENCE,Obedience,RED,ORANGE / ORANGE_ALT / BLUE / BLUE_ALT / PURPLE / PURPLE_ALT / RED / RED_ALT / GREEN / GREEN_ALT / BEIGE / WHITE / YELLOW,"[{""data"": ""ORANGE"", ""description"": ""Orange""}, {""data"": ""ORANGE_ALT"", ""description"": ""Orange Alt""}, {""data"": ""BLUE"", ""description"": ""Blue""}, {""data"": ""BLUE_ALT"", ""description"": ""Blue Alt""}, {""data"": ""PURPLE"", ""description"": ""Purple""}, {""data"": ""PURPLE_ALT"", ""description"": ""Purple Alt""}, {""hover"": ""Default"", ""description"": ""Red"", ""data"": ""RED""}, {""data"": ""RED_ALT"", ""description"": ""Red Alt""}, {""data"": ""GREEN"", ""description"": ""Green""}, {""data"": ""GREEN_ALT"", ""description"": ""Green Alt""}, {""data"": ""BEIGE"", ""description"": ""Beige""}, {""data"": ""WHITE"", ""description"": ""White""}, {""data"": ""YELLOW"", ""description"": ""Yellow""}]",—,—,服主；显示项可能允许客户端覆盖,✅,❌,当前为文字面板，无徽章主题/声音/分项颜色/背景/间隔配置。,可读性优先，装饰样式按需,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[COLOR_OBEDIENCE](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:246)
Beefalo Status Bar,COLOR_TIMER,Ride Timer,GREEN,ORANGE / ORANGE_ALT / BLUE / BLUE_ALT / PURPLE / PURPLE_ALT / RED / RED_ALT / GREEN / GREEN_ALT / BEIGE / WHITE / YELLOW,"[{""data"": ""ORANGE"", ""description"": ""Orange""}, {""data"": ""ORANGE_ALT"", ""description"": ""Orange Alt""}, {""data"": ""BLUE"", ""description"": ""Blue""}, {""data"": ""BLUE_ALT"", ""description"": ""Blue Alt""}, {""data"": ""PURPLE"", ""description"": ""Purple""}, {""data"": ""PURPLE_ALT"", ""description"": ""Purple Alt""}, {""data"": ""RED"", ""description"": ""Red""}, {""data"": ""RED_ALT"", ""description"": ""Red Alt""}, {""hover"": ""Default"", ""description"": ""Green"", ""data"": ""GREEN""}, {""data"": ""GREEN_ALT"", ""description"": ""Green Alt""}, {""data"": ""BEIGE"", ""description"": ""Beige""}, {""data"": ""WHITE"", ""description"": ""White""}, {""data"": ""YELLOW"", ""description"": ""Yellow""}]",—,—,服主；显示项可能允许客户端覆盖,✅,❌,当前为文字面板，无徽章主题/声音/分项颜色/背景/间隔配置。,可读性优先，装饰样式按需,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[COLOR_TIMER](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:253)
Beefalo Status Bar,OffsetX,X Offset (Horizontal),0,-200 / -195 / -190 / -185 / -180 / -175 / -170 / -165 / -160 / -155 / -150 / -145 / -140 / -135 / -130 / -125 / -120 / -115 / -110 / -105 / -100 / -95 / -90 / -85 / -80 / -75 / -70 / -65 / -60 / -55 / -50 / -45 / -40 / -35 / -30 / -25 / -20 / -15 / -10 / -5 / 0 / 5 / 10 / 15 / 20 / 25 / 30 / 35 / 40 / 45 / 50 / 55 / 60 / 65 / 70 / 75 / 80 / 85 / 90 / 95 / 100 / 105 / 110 / 115 / 120 / 125 / 130 / 135 / 140 / 145 / 150 / 155 / 160 / 165 / 170 / 175 / 180 / 185 / 190 / 195 / 200,"[{""data"": -200, ""description"": ""-200""}, {""data"": -195, ""description"": ""-195""}, {""data"": -190, ""description"": ""-190""}, {""data"": -185, ""description"": ""-185""}, {""data"": -180, ""description"": ""-180""}, {""data"": -175, ""description"": ""-175""}, {""data"": -170, ""description"": ""-170""}, {""data"": -165, ""description"": ""-165""}, {""data"": -160, ""description"": ""-160""}, {""data"": -155, ""description"": ""-155""}, {""data"": -150, ""description"": ""-150""}, {""data"": -145, ""description"": ""-145""}, {""data"": -140, ""description"": ""-140""}, {""data"": -135, ""description"": ""-135""}, {""data"": -130, ""description"": ""-130""}, {""data"": -125, ""description"": ""-125""}, {""data"": -120, ""description"": ""-120""}, {""data"": -115, ""description"": ""-115""}, {""data"": -110, ""description"": ""-110""}, {""data"": -105, ""description"": ""-105""}, {""data"": -100, ""description"": ""-100""}, {""data"": -95, ""description"": ""-95""}, {""data"": -90, ""description"": ""-90""}, {""data"": -85, ""description"": ""-85""}, {""data"": -80, ""description"": ""-80""}, {""data"": -75, ""description"": ""-75""}, {""data"": -70, ""description"": ""-70""}, {""data"": -65, ""description"": ""-65""}, {""data"": -60, ""description"": ""-60""}, {""data"": -55, ""description"": ""-55""}, {""data"": -50, ""description"": ""-50""}, {""data"": -45, ""description"": ""-45""}, {""data"": -40, ""description"": ""-40""}, {""data"": -35, ""description"": ""-35""}, {""data"": -30, ""description"": ""-30""}, {""data"": -25, ""description"": ""-25""}, {""data"": -20, ""description"": ""-20""}, {""data"": -15, ""description"": ""-15""}, {""data"": -10, ""description"": ""-10""}, {""data"": -5, ""description"": ""-5""}, {""hover"": ""Default"", ""data"": 0, ""description"": ""0""}, {""data"": 5, ""description"": ""5""}, {""data"": 10, ""description"": ""10""}, {""data"": 15, ""description"": ""15""}, {""data"": 20, ""description"": ""20""}, {""data"": 25, ""description"": ""25""}, {""data"": 30, ""description"": ""30""}, {""data"": 35, ""description"": ""35""}, {""data"": 40, ""description"": ""40""}, {""data"": 45, ""description"": ""45""}, {""data"": 50, ""description"": ""50""}, {""data"": 55, ""description"": ""55""}, {""data"": 60, ""description"": ""60""}, {""data"": 65, ""description"": ""65""}, {""data"": 70, ""description"": ""70""}, {""data"": 75, ""description"": ""75""}, {""data"": 80, ""description"": ""80""}, {""data"": 85, ""description"": ""85""}, {""data"": 90, ""description"": ""90""}, {""data"": 95, ""description"": ""95""}, {""data"": 100, ""description"": ""100""}, {""data"": 105, ""description"": ""105""}, {""data"": 110, ""description"": ""110""}, {""data"": 115, ""description"": ""115""}, {""data"": 120, ""description"": ""120""}, {""data"": 125, ""description"": ""125""}, {""data"": 130, ""description"": ""130""}, {""data"": 135, ""description"": ""135""}, {""data"": 140, ""description"": ""140""}, {""data"": 145, ""description"": ""145""}, {""data"": 150, ""description"": ""150""}, {""data"": 155, ""description"": ""155""}, {""data"": 160, ""description"": ""160""}, {""data"": 165, ""description"": ""165""}, {""data"": 170, ""description"": ""170""}, {""data"": 175, ""description"": ""175""}, {""data"": 180, ""description"": ""180""}, {""data"": 185, ""description"": ""185""}, {""data"": 190, ""description"": ""190""}, {""data"": 195, ""description"": ""195""}, {""data"": 200, ""description"": ""200""}]",—,—,服主；显示项可能允许客户端覆盖,✅,✅,个人横纵偏移；菜单横向 -300～300、纵向 -200～200，步长 100。,应补更细偏移,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[OffsetX](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:266)
Beefalo Status Bar,OffsetXMult,X Offset Multiplier,1,1 / 2 / 3 / 4 / 5 / 6 / 7 / 8 / 9 / 10 / 11 / 12 / 13 / 14 / 15 / 16 / 17 / 18 / 19 / 20,"[{""hover"": ""Default"", ""description"": ""None"", ""data"": 1}, {""data"": 2, ""description"": ""2x""}, {""data"": 3, ""description"": ""3x""}, {""data"": 4, ""description"": ""4x""}, {""data"": 5, ""description"": ""5x""}, {""data"": 6, ""description"": ""6x""}, {""data"": 7, ""description"": ""7x""}, {""data"": 8, ""description"": ""8x""}, {""data"": 9, ""description"": ""9x""}, {""data"": 10, ""description"": ""10x""}, {""data"": 11, ""description"": ""11x""}, {""data"": 12, ""description"": ""12x""}, {""data"": 13, ""description"": ""13x""}, {""data"": 14, ""description"": ""14x""}, {""data"": 15, ""description"": ""15x""}, {""data"": 16, ""description"": ""16x""}, {""data"": 17, ""description"": ""17x""}, {""data"": 18, ""description"": ""18x""}, {""data"": 19, ""description"": ""19x""}, {""data"": 20, ""description"": ""20x""}]",—,—,服主；显示项可能允许客户端覆盖,✅,❌,无倍数及微调入口；保存校验只接受绝对值≤600。,直接提供细粒度偏移即可，无需照搬倍数,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[OffsetXMult](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:273)
Beefalo Status Bar,OffsetXFine,X Offset Fine Tune,0,-50 / -49 / -48 / -47 / -46 / -45 / -44 / -43 / -42 / -41 / -40 / -39 / -38 / -37 / -36 / -35 / -34 / -33 / -32 / -31 / -30 / -29 / -28 / -27 / -26 / -25 / -24 / -23 / -22 / -21 / -20 / -19 / -18 / -17 / -16 / -15 / -14 / -13 / -12 / -11 / -10 / -9 / -8 / -7 / -6 / -5 / -4 / -3 / -2 / -1 / 0 / 1 / 2 / 3 / 4 / 5 / 6 / 7 / 8 / 9 / 10 / 11 / 12 / 13 / 14 / 15 / 16 / 17 / 18 / 19 / 20 / 21 / 22 / 23 / 24 / 25 / 26 / 27 / 28 / 29 / 30 / 31 / 32 / 33 / 34 / 35 / 36 / 37 / 38 / 39 / 40 / 41 / 42 / 43 / 44 / 45 / 46 / 47 / 48 / 49 / 50,"[{""data"": -50, ""description"": ""-50""}, {""data"": -49, ""description"": ""-49""}, {""data"": -48, ""description"": ""-48""}, {""data"": -47, ""description"": ""-47""}, {""data"": -46, ""description"": ""-46""}, {""data"": -45, ""description"": ""-45""}, {""data"": -44, ""description"": ""-44""}, {""data"": -43, ""description"": ""-43""}, {""data"": -42, ""description"": ""-42""}, {""data"": -41, ""description"": ""-41""}, {""data"": -40, ""description"": ""-40""}, {""data"": -39, ""description"": ""-39""}, {""data"": -38, ""description"": ""-38""}, {""data"": -37, ""description"": ""-37""}, {""data"": -36, ""description"": ""-36""}, {""data"": -35, ""description"": ""-35""}, {""data"": -34, ""description"": ""-34""}, {""data"": -33, ""description"": ""-33""}, {""data"": -32, ""description"": ""-32""}, {""data"": -31, ""description"": ""-31""}, {""data"": -30, ""description"": ""-30""}, {""data"": -29, ""description"": ""-29""}, {""data"": -28, ""description"": ""-28""}, {""data"": -27, ""description"": ""-27""}, {""data"": -26, ""description"": ""-26""}, {""data"": -25, ""description"": ""-25""}, {""data"": -24, ""description"": ""-24""}, {""data"": -23, ""description"": ""-23""}, {""data"": -22, ""description"": ""-22""}, {""data"": -21, ""description"": ""-21""}, {""data"": -20, ""description"": ""-20""}, {""data"": -19, ""description"": ""-19""}, {""data"": -18, ""description"": ""-18""}, {""data"": -17, ""description"": ""-17""}, {""data"": -16, ""description"": ""-16""}, {""data"": -15, ""description"": ""-15""}, {""data"": -14, ""description"": ""-14""}, {""data"": -13, ""description"": ""-13""}, {""data"": -12, ""description"": ""-12""}, {""data"": -11, ""description"": ""-11""}, {""data"": -10, ""description"": ""-10""}, {""data"": -9, ""description"": ""-9""}, {""data"": -8, ""description"": ""-8""}, {""data"": -7, ""description"": ""-7""}, {""data"": -6, ""description"": ""-6""}, {""data"": -5, ""description"": ""-5""}, {""data"": -4, ""description"": ""-4""}, {""data"": -3, ""description"": ""-3""}, {""data"": -2, ""description"": ""-2""}, {""data"": -1, ""description"": ""-1""}, {""hover"": ""Default"", ""data"": 0, ""description"": ""0""}, {""data"": 1, ""description"": ""1""}, {""data"": 2, ""description"": ""2""}, {""data"": 3, ""description"": ""3""}, {""data"": 4, ""description"": ""4""}, {""data"": 5, ""description"": ""5""}, {""data"": 6, ""description"": ""6""}, {""data"": 7, ""description"": ""7""}, {""data"": 8, ""description"": ""8""}, {""data"": 9, ""description"": ""9""}, {""data"": 10, ""description"": ""10""}, {""data"": 11, ""description"": ""11""}, {""data"": 12, ""description"": ""12""}, {""data"": 13, ""description"": ""13""}, {""data"": 14, ""description"": ""14""}, {""data"": 15, ""description"": ""15""}, {""data"": 16, ""description"": ""16""}, {""data"": 17, ""description"": ""17""}, {""data"": 18, ""description"": ""18""}, {""data"": 19, ""description"": ""19""}, {""data"": 20, ""description"": ""20""}, {""data"": 21, ""description"": ""21""}, {""data"": 22, ""description"": ""22""}, {""data"": 23, ""description"": ""23""}, {""data"": 24, ""description"": ""24""}, {""data"": 25, ""description"": ""25""}, {""data"": 26, ""description"": ""26""}, {""data"": 27, ""description"": ""27""}, {""data"": 28, ""description"": ""28""}, {""data"": 29, ""description"": ""29""}, {""data"": 30, ""description"": ""30""}, {""data"": 31, ""description"": ""31""}, {""data"": 32, ""description"": ""32""}, {""data"": 33, ""description"": ""33""}, {""data"": 34, ""description"": ""34""}, {""data"": 35, ""description"": ""35""}, {""data"": 36, ""description"": ""36""}, {""data"": 37, ""description"": ""37""}, {""data"": 38, ""description"": ""38""}, {""data"": 39, ""description"": ""39""}, {""data"": 40, ""description"": ""40""}, {""data"": 41, ""description"": ""41""}, {""data"": 42, ""description"": ""42""}, {""data"": 43, ""description"": ""43""}, {""data"": 44, ""description"": ""44""}, {""data"": 45, ""description"": ""45""}, {""data"": 46, ""description"": ""46""}, {""data"": 47, ""description"": ""47""}, {""data"": 48, ""description"": ""48""}, {""data"": 49, ""description"": ""49""}, {""data"": 50, ""description"": ""50""}]",—,—,服主；显示项可能允许客户端覆盖,✅,❌,无倍数及微调入口；保存校验只接受绝对值≤600。,直接提供细粒度偏移即可，无需照搬倍数,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[OffsetXFine](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:280)
